temperature_C,vgs_V,vds_V,id_A,rds_on_Ohm,power_W
-40,7,0.0,0.0,,0.0
-40,7,0.44569215078244895,2.659503229727875,0.1675847375556874,1.185319714470286
-40,7,1.0094264786178617,6.496543624506728,0.15537900412305872,6.557783154073147
-40,7,1.6308254435939435,8.891281279940586,0.18341849641774477,14.500127737477632
-40,7,2.3903283299164486,11.619293889787457,0.20572061887662377,27.773927358384046
-40,7,3.172935532501605,13.269185201973869,0.2391206004140791,42.102269214687375
-40,7,4.047575386073538,15.618593342742628,0.2591510834075396,63.21743397917708
-40,7,4.968368927304507,16.52775917665116,0.300607533919259,82.11600513124554
-40,7,5.670454428384518,17.476073227770513,0.3244695964865741,99.09727682518343
-40,7,6.407045305476286,18.776206125665766,0.3412321564108897,120.30000331210194
-40,7,7.396959488463295,18.95700907620511,0.3901965472890963,140.2242281591202
-40,7,8.547944546893726,20.18296640464831,0.4235227060044583,172.5228776187528
-40,7,10.182471900851988,20.248385136040042,0.5028782212724824,206.1786126853568
-40,7,11.920515382845526,21.369260407759555,0.5578347193764823,254.73259741072962
-40,9,0.0,0.0,,0.0
-40,9,0.26137959691072465,4.482470870635723,0.05831149927219822,1.1716264293308303
-40,9,0.47975796786412106,8.73932438418825,0.05489645958583825,4.192760507063516
-40,9,0.6176970546117628,11.220600203982798,0.055050268558049925,6.9309316969763195
-40,9,0.7948567397254429,14.536270467748665,0.05468092668535412,11.554252551761943
-40,9,1.0204665449674812,18.44053816095743,0.055338219311192746,18.81795226445322
-40,9,1.2386620800190804,21.910957935294675,0.05653162603282694,27.140272731342677
-40,9,1.4568748512963317,25.156768144109776,0.057911844754885394,36.65026284904622
-40,9,1.675094086158202,28.31834976585401,0.05915224933685981,47.435900222541555
-40,9,1.9016102295990858,31.195348509579418,0.060958133838932504,59.32139384172481
-40,9,2.11155841022042,34.3045986610592,0.06155321713812531,72.43616381199571
-40,9,2.3298078084771814,37.07311354313961,0.06284359703875783,86.37322941736781
-40,9,2.548063670318561,39.75739983814918,0.0640902996848795,101.30438615391698
-40,9,2.772932437553593,42.53486835593759,0.06519198353570335,117.9463161912512
-40,9,2.9845441533423274,45.533077265677406,0.06554672630466074,135.89547953696194
-40,9,3.2028470557162154,47.60436662144926,0.06728053082158009,152.46950547274403
-40,9,3.421162526171306,49.51187816902791,0.06909781354873767,169.38818219223745
-40,9,3.6394977464682907,51.16202458944571,0.07113670296814423,186.20407319804292
-40,9,3.857813216923382,53.069536137024386,0.07269355448976589,204.73235792540572
-40,9,4.059114557676173,54.86143945223256,0.0739884807654457,222.6888675356271
-40,9,4.294364799377963,57.91869910677349,0.0741447039661798,248.72402266989192
-40,9,4.512678833480916,59.8449281181457,0.07540620358958401,270.060940409943
-40,9,4.730999331168491,61.68692854244705,0.0766937087476007,291.84081767615544
-40,9,4.949321983384269,63.500852771058106,0.07794103177209662,314.2861665834458
-40,9,5.167655408241082,65.17439602121783,0.07928965550457463,336.79882007789234
-40,9,5.385988833097894,66.8479392713775,0.08057075344137093,360.0422544312454
-40,9,5.604333030595738,68.38110154308586,0.08195733768729267,383.2304660464373
-40,9,5.822675073565376,69.94234001048449,0.08324964639004852,407.25151976588234
-40,9,6.037714942970599,71.4012249222755,0.0845603832363242,431.10024265962755
-40,9,6.259376395730303,72.8402073797595,0.0859329842801852,455.9342747329669
-40,9,6.477731365869179,74.23298867301645,0.08726216580612794,480.86135910941016
-40,9,6.696090645064469,75.56961757489287,0.0886082378070571,506.02100929433965
-40,9,6.914454233316171,76.85009408538875,0.08997326959201203,531.3764583794623
-40,9,7.132824285152493,78.04634200881381,0.09139216652007828,556.6908436477844
-40,9,7.351190027932402,79.29874232361936,0.09270247941552572,582.9401237969718
-40,9,7.56956223429693,80.46691405135411,0.09407049249417,609.0993137135471
-40,9,7.787934440661459,81.63508577908894,0.09539935392162424,635.7686961053192
-40,9,8.006313110610606,82.71902891975284,0.09678925411923861,662.274445737195
-40,9,8.224689626031548,83.83104825610707,0.09811030396404928,689.4843529313539
-40,9,8.443074759565315,84.83076280970019,0.09952845500759626,716.2324723132517
-40,9,8.66145989309908,85.83047736329331,0.10091357008813845,743.4172372877135
-40,9,8.879838563048228,86.91442050395725,0.10216760937437218,771.7860228760292
-40,9,9.098234469223028,87.773754079099,0.10365552396248176,798.5861948555639
-40,9,9.316617448228588,88.80154482838239,0.10491503797860562,827.3300219777605
-40,9,9.535004736290562,89.77318318628522,0.10621217158474601,855.9877268731099
-40,9,9.753396333408947,90.68866915280756,0.10754812508026532,884.5225331967304
-40,9,9.973467103123662,91.28933863188539,0.1092511705374558,910.4712157110249
-40,9,10.190165164124343,92.70681572378732,0.10991818761724209,944.6977640654324
-40,9,10.408494639012776,94.4318319993792,0.11022230977242083,982.8932171176936
-40,9,10.626886236131165,95.34731796590148,0.11145448516896508,1013.2451009438602
-40,9,10.845320564725645,95.70595938456668,0.11331917713866557,1037.9618094802383
-40,9,11.063724011749166,96.46702627479252,0.11468917866539638,1067.2845549384597
-40,9,11.282131049653032,97.18129950553447,0.1160936425738011,1096.4121565970213
-40,9,11.500544192053484,97.81602351515403,0.11757321325040142,1124.9375011269717
-40,9,11.718961643510346,98.39459513339301,0.11910168061185691,1153.0824862969623
-40,9,11.915285696367162,99.31908181249207,0.11996975283020077,1183.4152348967068
-40,11,0.0,0.0,,0.0
-40,11,0.20357759760440386,7.714774331132048,0.026388017181901334,1.570555224391984
-40,11,0.4561591478051241,16.261448277993537,0.02805156957775034,7.417808388566635
-40,11,0.7891799822115999,26.583699918612922,0.02968661189479668,20.979323828889456
-40,11,1.041816477278581,34.414373577013805,0.030272713665618935,35.8534614477536
-40,11,1.3289308759241893,42.954866226420904,0.030937842267258268,57.08404799948391
-40,11,1.6849461368607939,53.630997146300984,0.03141739342015958,90.36534145765211
-40,11,2.1559610028811718,65.7185243182544,0.032805986215401345,141.68657559705443
-40,11,2.5693936490602716,78.17435379686196,0.03286747538376724,200.86068816504786
-40,11,3.006040501234543,88.12006140088806,0.03411300960809644,264.89247354234425
-40,11,3.66098330706282,103.39662295115744,0.03540718451503196,378.53331063085585
-40,11,4.212437457288951,117.25972781686878,0.03592399143095194,493.9492696872852
-40,11,4.798534345692493,129.68465080820465,0.037001559674083716,622.2962510123078
-40,11,5.476608940216552,143.5250909165834,0.03815785034687454,786.0307960591541
-40,11,6.108777098979742,155.58377203374988,0.03926358783520559,950.426583572656
-40,11,6.936384147032461,170.82942709674762,0.04060415272073766,1184.9385299605178
-40,11,7.706601282275816,183.9373834567876,0.041897960802983414,1417.5320752065377
-40,11,8.545856641975817,197.39097736614917,0.04329405911053236,1686.8749949906041
-40,11,9.477254542395116,210.11208752717198,0.045105708357542754,1991.2857359290108
-40,11,10.316729681560158,220.70168028269137,0.046745134284187195,2276.9195757426423
-40,11,11.087249013567947,229.87163505619833,0.04823234937558681,2548.644059024086
-40,11,11.938317519514012,239.3851669465421,0.04987074876773796,2857.8561324696902
-40,13,0.0,0.0,,0.0
-40,13,0.3199729468546688,14.705485047410775,0.021758748237346113,4.705357385547295
-40,13,0.4462909788864837,21.264475203251266,0.02098763193639725,9.490143453966366
-40,13,0.7311812744800292,35.54837413013837,0.020568627746609777,25.992305502167476
-40,13,0.8687173061611975,43.13791519017178,0.020138138394762282,37.47465347741623
-40,13,1.2655586715163247,59.61897533894478,0.021227447542018163,75.45131122711948
-40,13,1.501677341980184,69.84543818071359,0.021500006028952683,104.88531195665524
-40,13,1.6614551146633092,76.64978860797038,0.021675925594014538,127.35018332057383
-40,13,1.9793620654893034,89.14784035156461,0.0222031409586981,176.4558534121836
-40,13,2.1464983941443863,96.59856695469676,0.022220809912750165,207.34866884490557
-40,13,2.333822125431435,102.39918977911518,0.02279141202645951,238.98149473275146
-40,13,2.5029014076230918,110.67250178566786,0.022615386543536314,277.00236050451724
-40,13,2.6811213475482103,117.46926174913662,0.02282402483531328,314.9493453563386
-40,13,2.8593439207855815,124.23170636231728,0.023016217071400502,355.2211743559114
-40,13,3.0375612273984482,131.0627816760741,0.023176383017002332,398.11122397423054
-40,13,3.215789067260325,137.75659558867855,0.023343993465563057,442.9961540370744
-40,13,3.3840641059661176,144.74644111577385,0.023379256027852256,489.83123584622854
-40,13,3.5921361892580834,150.7366831821367,0.023830537553474414,541.4666947072835
-40,13,3.761409929589974,156.47596254877715,0.02403826037125323,588.5702392731192
-40,13,3.961250320674775,163.861564048269,0.024174371480476665,649.0966731324758
